"","qseid","sseqid","n"
"2228","OTU_581","MF057918.1",1
"2229","OTU_581","MF058073.1",1
"2230","OTU_581","MF058561.1",1
"2231","OTU_581","MF498685.1",1
"2232","OTU_581","MF498701.1",1
"2233","OTU_581","MF498884.1",1
"2234","OTU_581","MF522942.1",1
"2235","OTU_581","MG272841.1",1
"2236","OTU_581","MG273121.1",1
"2237","OTU_581","MG571220.1",1
"2238","OTU_581","MG646189.1",1
"2239","OTU_581","MG646242.1",1
"2240","OTU_581","MG660648.1",1
"2241","OTU_581","MG672488.1",1
"2242","OTU_581","MG952818.1",1
"2243","OTU_581","MH120450.1",1
"2244","OTU_581","MH120619.1",1
"2245","OTU_581","MH120814.1",1
"2246","OTU_581","MH351262.1",1
"2247","OTU_581","MH449241.1",1
"2248","OTU_581","MH981655.1",1
"2249","OTU_581","MK059566.1",1
"2250","OTU_581","MK059638.1",1
"2251","OTU_581","MK128804.1",1
"2252","OTU_581","MK139589.1",1
"2253","OTU_581","MK175431.1",1
"2254","OTU_581","MK180576.1",1
"2255","OTU_581","MK217938.1",1
"2256","OTU_581","MK265715.1",1
"2257","OTU_581","MK408597.1",1
"2258","OTU_581","MK617272.1",1
"2259","OTU_581","MN595724.2",1
"2260","OTU_581","MN595843.3",1
"2261","OTU_581","MN687201.1",1
"2262","OTU_581","MN687306.1",1
"2263","OTU_581","MN699954.1",1
"2264","OTU_581","MN848580.1",1
"2265","OTU_581","MN849648.1",1
"2266","OTU_581","MT419208.1",1
"2267","OTU_581","MT419254.1",1
"2268","OTU_581","MT506274.1",1
"2269","OTU_581","MW513718.1",1
"2270","OTU_581","MW698521.2",1
"2271","OTU_581","MZ386784.1",1
"2272","OTU_581","MZ387171.1",1
"2273","OTU_581","MZ387538.1",1
"2274","OTU_581","MZ387702.1",1
"2275","OTU_581","MZ387983.1",1
"2276","OTU_581","MZ846416.1",1
"2277","OTU_581","MZ846503.1",1
"2278","OTU_581","MZ846736.1",1
"2279","OTU_581","MZ847128.1",1
"2280","OTU_581","MZ847324.1",1
"2281","OTU_581","MZ847613.1",1
"2282","OTU_581","MZ920456.1",1
"2283","OTU_581","MZ920568.1",1
"2284","OTU_581","MZ920737.1",1
"2285","OTU_581","MZ920929.1",1
"2286","OTU_581","MZ920951.1",1
"2287","OTU_581","OL638724.1",1
"2288","OTU_581","OL638895.1",1
"2289","OTU_581","OM638182.1",1
"2290","OTU_581","OM638282.1",1
"2291","OTU_581","OM714614.1",1
"2292","OTU_581","OM714711.1",1
"2293","OTU_581","OP004786.1",1
"2294","OTU_581","OP682430.1",1
"2295","OTU_581","OQ596594.1",1
"2296","OTU_581","PP084263.1",1
"2297","OTU_581","PQ002743.1",1
"2298","OTU_581","PQ002752.1",1
"2299","OTU_581","PQ137359.1",1
"2300","OTU_581","PQ137371.1",1
"2301","OTU_581","PV067371.1",1
"2302","OTU_581","PV621645.1",1
"2303","OTU_581","PV740852.1",1
"2304","OTU_581","PX366866.1",1
"2305","OTU_585","XM_023047642.2",1
"2306","OTU_585","XM_023047644.2",1
"2307","OTU_585","XM_023047646.2",1
"2308","OTU_585","XM_023047647.2",1
"2309","OTU_585","XM_023047648.2",1
"2310","OTU_585","XM_023047649.2",1
"2311","OTU_585","XM_023047650.2",1
"2312","OTU_585","XM_023047651.2",1
"2313","OTU_585","XM_023047654.2",1
"2314","OTU_585","XM_071200206.1",1
"2315","OTU_585","XM_071200207.1",1
"2316","OTU_585","XM_071200209.1",1
"2317","OTU_599","XM_050451975.1",1
"2318","OTU_599","XM_050452053.1",1
"2319","OTU_6","JN800721.1",1
"2320","OTU_60","AB048589.1",1
"2321","OTU_622","6GAW_BA",1
"2322","OTU_622","8OIN_B8",1
"2323","OTU_622","KX982653.1",1
"2324","OTU_622","KX982656.1",1
"2325","OTU_622","KX982659.1",1
"2326","OTU_622","KX982660.1",1
"2327","OTU_622","KY800118.1",1
"2328","OTU_622","LC500156.1",1
"2329","OTU_622","LC500157.1",1
"2330","OTU_622","LC880095.1",1
"2331","OTU_622","MF183224.1",1
"2332","OTU_622","MG009445.1",1
"2333","OTU_622","MG250515.1",1
"2334","OTU_622","MG250516.1",1
"2335","OTU_622","MG250517.1",1
"2336","OTU_622","MG250518.1",1
"2337","OTU_622","MG250522.1",1
"2338","OTU_622","MG250526.1",1
"2339","OTU_622","MG250528.1",1
"2340","OTU_622","MG250529.1",1
"2341","OTU_622","MG250538.1",1
"2342","OTU_622","MG250539.1",1
"2343","OTU_622","MG250543.1",1
"2344","OTU_622","MG250544.1",1
"2345","OTU_622","MG250545.1",1
"2346","OTU_622","MG250546.1",1
"2347","OTU_622","MG250551.1",1
"2348","OTU_622","MG250557.1",1
"2349","OTU_622","MG250559.1",1
"2350","OTU_622","MG250560.1",1
"2351","OTU_622","MG250562.1",1
"2352","OTU_622","MG837549.1",1
"2353","OTU_622","MG837550.1",1
"2354","OTU_622","MK248681.1",1
"2355","OTU_622","MK344650.1",1
"2356","OTU_622","MK344652.1",1
"2357","OTU_622","MK746089.1",1
"2358","OTU_622","MK746090.1",1
"2359","OTU_622","MK746091.1",1
"2360","OTU_622","MK746094.1",1
"2361","OTU_622","MK746096.1",1
"2362","OTU_622","MK858170.1",1
"2363","OTU_622","MK858173.1",1
"2364","OTU_622","MK858179.1",1
"2365","OTU_622","MN550011.1",1
"2366","OTU_622","MT199605.1",1
"2367","OTU_622","MT483613.1",1
"2368","OTU_622","MW916330.1",1
"2369","OTU_622","OK329967.1",1
"2370","OTU_622","OL435713.1",1
"2371","OTU_622","OL547443.1",1
"2372","OTU_622","OL547444.1",1
"2373","OTU_622","OL547453.1",1
"2374","OTU_622","OL547455.1",1
"2375","OTU_622","OL547460.1",1
"2376","OTU_622","OL547461.1",1
"2377","OTU_622","OL547481.1",1
"2378","OTU_622","OL547482.1",1
"2379","OTU_622","OM363676.1",1
"2380","OTU_622","OM468891.1",1
"2381","OTU_622","OM617468.1",1
"2382","OTU_622","OM634652.1",1
"2383","OTU_622","ON060839.1",1
"2384","OTU_622","ON706057.1",1
"2385","OTU_622","OQ443259.1",1
"2386","OTU_622","OQ443262.1",1
"2387","OTU_622","OQ443264.1",1
"2388","OTU_622","OQ443267.1",1
"2389","OTU_622","OQ443271.1",1
"2390","OTU_622","OR234746.1",1
"2391","OTU_622","OR255999.1",1
"2392","OTU_622","OR268692.1",1
"2393","OTU_622","OR360135.1",1
"2394","OTU_622","OR360175.1",1
"2395","OTU_622","OR360178.1",1
"2396","OTU_622","OR360215.1",1
"2397","OTU_622","OR360223.1",1
"2398","OTU_622","OR397962.1",1
"2399","OTU_622","PP763926.1",1
"2400","OTU_622","PP763929.1",1
"2401","OTU_622","PP763931.1",1
"2402","OTU_622","PP763932.1",1
"2403","OTU_622","PP763934.1",1
"2404","OTU_622","PP763936.1",1
"2405","OTU_622","PP763937.1",1
"2406","OTU_622","PP763942.1",1
"2407","OTU_622","PP763943.1",1
"2408","OTU_622","PP763944.1",1
"2409","OTU_622","PP763945.1",1
"2410","OTU_622","PP763947.1",1
"2411","OTU_622","PP763950.1",1
"2412","OTU_622","PP763974.1",1
"2413","OTU_622","PP763975.1",1
"2414","OTU_622","PP763978.1",1
"2415","OTU_622","PP763982.1",1
"2416","OTU_622","PP763983.1",1
"2417","OTU_622","PP763987.1",1
"2418","OTU_622","PP763988.1",1
"2419","OTU_622","PV693689.1",1
"2420","OTU_63","NC_026465.1",1
"2421","OTU_633","6GAW_BA",1
"2422","OTU_633","8OIN_B8",1
"2423","OTU_633","KX982653.1",1
"2424","OTU_633","KX982656.1",1
"2425","OTU_633","KX982659.1",1
"2426","OTU_633","KX982660.1",1
"2427","OTU_633","KY800118.1",1
"2428","OTU_633","LC500156.1",1
"2429","OTU_633","LC500157.1",1
"2430","OTU_633","LC880095.1",1
"2431","OTU_633","MF183224.1",1
"2432","OTU_633","MG009445.1",1
"2433","OTU_633","MG250515.1",1
"2434","OTU_633","MG250516.1",1
"2435","OTU_633","MG250517.1",1
"2436","OTU_633","MG250518.1",1
"2437","OTU_633","MG250522.1",1
"2438","OTU_633","MG250526.1",1
"2439","OTU_633","MG250528.1",1
"2440","OTU_633","MG250529.1",1
"2441","OTU_633","MG250538.1",1
"2442","OTU_633","MG250539.1",1
"2443","OTU_633","MG250543.1",1
"2444","OTU_633","MG250544.1",1
"2445","OTU_633","MG250545.1",1
"2446","OTU_633","MG250546.1",1
"2447","OTU_633","MG250551.1",1
"2448","OTU_633","MG250557.1",1
"2449","OTU_633","MG250559.1",1
"2450","OTU_633","MG250560.1",1
"2451","OTU_633","MG250562.1",1
"2452","OTU_633","MG837549.1",1
"2453","OTU_633","MG837550.1",1
"2454","OTU_633","MK248681.1",1
"2455","OTU_633","MK344650.1",1
"2456","OTU_633","MK344652.1",1
"2457","OTU_633","MK746089.1",1
"2458","OTU_633","MK746090.1",1
"2459","OTU_633","MK746091.1",1
"2460","OTU_633","MK746094.1",1
"2461","OTU_633","MK746096.1",1
"2462","OTU_633","MK858170.1",1
"2463","OTU_633","MK858173.1",1
"2464","OTU_633","MK858179.1",1
"2465","OTU_633","MN550011.1",1
"2466","OTU_633","MT199605.1",1
"2467","OTU_633","MT483613.1",1
"2468","OTU_633","MW916330.1",1
"2469","OTU_633","OK329967.1",1
"2470","OTU_633","OL435713.1",1
"2471","OTU_633","OL547443.1",1
"2472","OTU_633","OL547444.1",1
"2473","OTU_633","OL547453.1",1
"2474","OTU_633","OL547455.1",1
"2475","OTU_633","OL547460.1",1
"2476","OTU_633","OL547461.1",1
"2477","OTU_633","OL547481.1",1
"2478","OTU_633","OL547482.1",1
"2479","OTU_633","OM363676.1",1
"2480","OTU_633","OM468891.1",1
"2481","OTU_633","OM617468.1",1
"2482","OTU_633","OM634652.1",1
"2483","OTU_633","ON060839.1",1
"2484","OTU_633","ON706057.1",1
"2485","OTU_633","OQ443259.1",1
"2486","OTU_633","OQ443262.1",1
"2487","OTU_633","OQ443264.1",1
"2488","OTU_633","OQ443267.1",1
"2489","OTU_633","OQ443271.1",1
"2490","OTU_633","OR234746.1",1
"2491","OTU_633","OR255999.1",1
"2492","OTU_633","OR268692.1",1
"2493","OTU_633","OR360135.1",1
"2494","OTU_633","OR360175.1",1
"2495","OTU_633","OR360178.1",1
"2496","OTU_633","OR360215.1",1
"2497","OTU_633","OR360223.1",1
"2498","OTU_633","OR397962.1",1
"2499","OTU_633","PP763926.1",1
"2500","OTU_633","PP763929.1",1
"2501","OTU_633","PP763931.1",1
"2502","OTU_633","PP763932.1",1
"2503","OTU_633","PP763934.1",1
"2504","OTU_633","PP763936.1",1
"2505","OTU_633","PP763937.1",1
"2506","OTU_633","PP763942.1",1
"2507","OTU_633","PP763943.1",1
"2508","OTU_633","PP763944.1",1
"2509","OTU_633","PP763945.1",1
"2510","OTU_633","PP763947.1",1
"2511","OTU_633","PP763950.1",1
"2512","OTU_633","PP763974.1",1
"2513","OTU_633","PP763975.1",1
"2514","OTU_633","PP763978.1",1
"2515","OTU_633","PP763982.1",1
"2516","OTU_633","PP763983.1",1
"2517","OTU_633","PP763987.1",1
"2518","OTU_633","PP763988.1",1
"2519","OTU_633","PV693689.1",1
"2520","OTU_64","OM502028.1",1
"2521","OTU_641","6GAW_BA",1
"2522","OTU_641","8OIN_B8",1
"2523","OTU_641","KX982653.1",1
"2524","OTU_641","KX982656.1",1
"2525","OTU_641","KX982659.1",1
"2526","OTU_641","KX982660.1",1
"2527","OTU_641","KY800118.1",1
"2528","OTU_641","LC500156.1",1
"2529","OTU_641","LC500157.1",1
"2530","OTU_641","LC880095.1",1
"2531","OTU_641","MF183224.1",1
"2532","OTU_641","MG009445.1",1
"2533","OTU_641","MG250515.1",1
"2534","OTU_641","MG250516.1",1
"2535","OTU_641","MG250517.1",1
"2536","OTU_641","MG250518.1",1
"2537","OTU_641","MG250522.1",1
"2538","OTU_641","MG250526.1",1
"2539","OTU_641","MG250528.1",1
"2540","OTU_641","MG250529.1",1
"2541","OTU_641","MG250538.1",1
"2542","OTU_641","MG250539.1",1
"2543","OTU_641","MG250543.1",1
"2544","OTU_641","MG250544.1",1
"2545","OTU_641","MG250545.1",1
"2546","OTU_641","MG250546.1",1
"2547","OTU_641","MG250551.1",1
"2548","OTU_641","MG250557.1",1
"2549","OTU_641","MG250559.1",1
"2550","OTU_641","MG250560.1",1
"2551","OTU_641","MG250562.1",1
"2552","OTU_641","MG837549.1",1
"2553","OTU_641","MG837550.1",1
"2554","OTU_641","MK248681.1",1
"2555","OTU_641","MK344650.1",1
"2556","OTU_641","MK344652.1",1
"2557","OTU_641","MK746089.1",1
"2558","OTU_641","MK746090.1",1
"2559","OTU_641","MK746091.1",1
"2560","OTU_641","MK746094.1",1
"2561","OTU_641","MK746096.1",1
"2562","OTU_641","MK858170.1",1
"2563","OTU_641","MK858173.1",1
"2564","OTU_641","MK858179.1",1
"2565","OTU_641","MN550011.1",1
"2566","OTU_641","MT199605.1",1
"2567","OTU_641","MT483613.1",1
"2568","OTU_641","MW916330.1",1
"2569","OTU_641","OK329967.1",1
"2570","OTU_641","OL435713.1",1
"2571","OTU_641","OL547443.1",1
"2572","OTU_641","OL547444.1",1
"2573","OTU_641","OL547453.1",1
"2574","OTU_641","OL547455.1",1
"2575","OTU_641","OL547460.1",1
"2576","OTU_641","OL547461.1",1
"2577","OTU_641","OL547481.1",1
"2578","OTU_641","OL547482.1",1
"2579","OTU_641","OM363676.1",1
"2580","OTU_641","OM468891.1",1
"2581","OTU_641","OM617468.1",1
"2582","OTU_641","OM634652.1",1
"2583","OTU_641","ON060839.1",1
"2584","OTU_641","ON706057.1",1
"2585","OTU_641","OQ443259.1",1
"2586","OTU_641","OQ443262.1",1
"2587","OTU_641","OQ443264.1",1
"2588","OTU_641","OQ443267.1",1
"2589","OTU_641","OQ443271.1",1
"2590","OTU_641","OR234746.1",1
"2591","OTU_641","OR255999.1",1
"2592","OTU_641","OR268692.1",1
"2593","OTU_641","OR360135.1",1
"2594","OTU_641","OR360175.1",1
"2595","OTU_641","OR360178.1",1
"2596","OTU_641","OR360215.1",1
"2597","OTU_641","OR360223.1",1
"2598","OTU_641","OR397962.1",1
"2599","OTU_641","PP763926.1",1
"2600","OTU_641","PP763929.1",1
"2601","OTU_641","PP763931.1",1
"2602","OTU_641","PP763932.1",1
"2603","OTU_641","PP763934.1",1
"2604","OTU_641","PP763936.1",1
"2605","OTU_641","PP763937.1",1
"2606","OTU_641","PP763942.1",1
"2607","OTU_641","PP763943.1",1
"2608","OTU_641","PP763944.1",1
"2609","OTU_641","PP763945.1",1
"2610","OTU_641","PP763947.1",1
"2611","OTU_641","PP763950.1",1
"2612","OTU_641","PP763974.1",1
"2613","OTU_641","PP763975.1",1
"2614","OTU_641","PP763978.1",1
"2615","OTU_641","PP763982.1",1
"2616","OTU_641","PP763983.1",1
"2617","OTU_641","PP763987.1",1
"2618","OTU_641","PP763988.1",1
"2619","OTU_641","PV693689.1",1
"2620","OTU_65","NM_001195043.2",1
"2621","OTU_661","KJ567052.1",1
"2622","OTU_661","KM850998.1",1
"2623","OTU_661","KM851010.1",1
"2624","OTU_661","KM851011.1",1
"2625","OTU_661","KM851012.1",1
"2626","OTU_661","KM851015.1",1
"2627","OTU_661","KM851016.1",1
"2628","OTU_661","KM851017.1",1
"2629","OTU_661","KM851018.1",1
"2630","OTU_661","KM851022.1",1
"2631","OTU_661","KM851035.1",1
"2632","OTU_661","MF893983.1",1
"2633","OTU_661","MF893984.1",1
"2634","OTU_661","MF893985.1",1
"2635","OTU_661","MF893986.1",1
"2636","OTU_661","MF893987.1",1
"2637","OTU_661","MF893988.1",1
"2638","OTU_661","MF893989.1",1
"2639","OTU_661","NC_012670.1",1
"2640","OTU_67","MZ087696.1",1
"2641","OTU_67","MZ087697.1",1
"2642","OTU_67","MZ901377.1",1
"2643","OTU_67","MZ901378.1",1
"2644","OTU_67","MZ901385.1",1
"2645","OTU_67","MZ901388.1",1
"2646","OTU_67","MZ901403.1",1
"2647","OTU_67","MZ901423.1",1
"2648","OTU_67","MZ901424.1",1
"2649","OTU_67","MZ901427.1",1
"2650","OTU_67","MZ901429.1",1
"2651","OTU_67","MZ901448.1",1
"2652","OTU_67","MZ901456.1",1
"2653","OTU_67","MZ901462.1",1
"2654","OTU_67","MZ901470.1",1
"2655","OTU_67","MZ901471.1",1
"2656","OTU_67","MZ901473.1",1
"2657","OTU_67","MZ901478.1",1
"2658","OTU_67","MZ901485.1",1
"2659","OTU_67","MZ901486.1",1
"2660","OTU_67","MZ901490.1",1
"2661","OTU_67","MZ901500.1",1
"2662","OTU_67","MZ901513.1",1
"2663","OTU_67","MZ901514.1",1
"2664","OTU_67","MZ901516.1",1
"2665","OTU_67","MZ901517.1",1
"2666","OTU_67","MZ901519.1",1
"2667","OTU_67","MZ901520.1",1
"2668","OTU_67","MZ901525.1",1
"2669","OTU_67","MZ901526.1",1
"2670","OTU_67","MZ901528.1",1
"2671","OTU_67","MZ901531.1",1
"2672","OTU_67","MZ901533.1",1
"2673","OTU_67","MZ901538.1",1
"2674","OTU_67","MZ901544.1",1
"2675","OTU_67","MZ901545.1",1
"2676","OTU_67","MZ901547.1",1
"2677","OTU_67","MZ901551.1",1
"2678","OTU_67","MZ901554.1",1
"2679","OTU_67","MZ901557.1",1
"2680","OTU_67","MZ901560.1",1
"2681","OTU_67","MZ901564.1",1
"2682","OTU_67","MZ901585.1",1
"2683","OTU_67","MZ901586.1",1
"2684","OTU_67","MZ901588.1",1
"2685","OTU_67","MZ901594.1",1
"2686","OTU_67","MZ901597.1",1
"2687","OTU_67","MZ901610.1",1
"2688","OTU_67","MZ901615.1",1
"2689","OTU_67","MZ901618.1",1
"2690","OTU_67","MZ901625.1",1
"2691","OTU_67","MZ901630.1",1
"2692","OTU_67","MZ901636.1",1
"2693","OTU_67","MZ901638.1",1
"2694","OTU_67","MZ901639.1",1
"2695","OTU_67","MZ901644.1",1
"2696","OTU_67","MZ901649.1",1
"2697","OTU_67","MZ901650.1",1
"2698","OTU_67","MZ901651.1",1
"2699","OTU_67","MZ901658.1",1
"2700","OTU_67","MZ901660.1",1
"2701","OTU_67","MZ901663.1",1
"2702","OTU_67","MZ901664.1",1
"2703","OTU_67","MZ901665.1",1
"2704","OTU_67","MZ901695.1",1
"2705","OTU_67","MZ901698.1",1
"2706","OTU_67","MZ901699.1",1
"2707","OTU_67","MZ901707.1",1
"2708","OTU_67","MZ901710.1",1
"2709","OTU_67","MZ901711.1",1
"2710","OTU_67","MZ901715.1",1
"2711","OTU_67","MZ901716.1",1
"2712","OTU_67","MZ901718.1",1
"2713","OTU_67","MZ901723.1",1
"2714","OTU_67","MZ901735.1",1
"2715","OTU_67","MZ901741.1",1
"2716","OTU_67","MZ901746.1",1
"2717","OTU_67","MZ901757.1",1
"2718","OTU_67","MZ901759.1",1
"2719","OTU_67","OP858997.1",1
"2720","OTU_67","OP858999.1",1
"2721","OTU_67","OP859002.1",1
"2722","OTU_67","OP859004.1",1
"2723","OTU_67","OP859005.1",1
"2724","OTU_67","OR360108.1",1
"2725","OTU_67","OR360133.1",1
"2726","OTU_67","OR360165.1",1
"2727","OTU_67","OR360176.1",1
"2728","OTU_67","OR360185.1",1
"2729","OTU_67","OR360187.1",1
"2730","OTU_67","OR766834.1",1
"2731","OTU_67","OR766838.1",1
"2732","OTU_67","OR766840.1",1
"2733","OTU_67","OR766845.1",1
"2734","OTU_67","OR766861.1",1
"2735","OTU_67","OR766862.1",1
"2736","OTU_67","OR766863.1",1
"2737","OTU_67","OR777284.1",1
"2738","OTU_67","PP780079.1",1
"2739","OTU_67","PX112828.1",1
"2740","OTU_679","XM_023060838.2",1
"2741","OTU_679","XM_023060840.2",1
"2742","OTU_679","XM_071195694.1",1
"2743","OTU_68","KC505410.1",1
"2744","OTU_68","KF472177.1",1
"2745","OTU_68","KF752550.1",1
"2746","OTU_68","KP765602.1",1
"2747","OTU_68","KT194217.1",1
"2748","OTU_68","KT279759.1",1
"2749","OTU_68","MG250523.1",1
"2750","OTU_68","MG250531.1",1
"2751","OTU_68","MG250533.1",1
"2752","OTU_68","MG250534.1",1
"2753","OTU_68","MG250566.1",1
"2754","OTU_68","PP763954.1",1
"2755","OTU_70","AJ428946.1",1
"2756","OTU_70","EF588275.2",1
"2757","OTU_70","MW703459.1",1
"2758","OTU_70","MW703460.1",1
"2759","OTU_70","MZ031857.1",1
"2760","OTU_70","MZ031859.1",1
"2761","OTU_70","MZ031861.1",1
"2762","OTU_70","MZ031862.1",1
"2763","OTU_70","MZ031863.1",1
"2764","OTU_70","MZ031864.1",1
"2765","OTU_70","MZ031865.1",1
"2766","OTU_70","MZ031866.1",1
"2767","OTU_70","MZ061594.1",1
"2768","OTU_70","MZ061595.1",1
"2769","OTU_70","MZ061598.1",1
"2770","OTU_70","MZ061599.1",1
"2771","OTU_70","MZ061600.1",1
"2772","OTU_70","MZ061601.1",1
"2773","OTU_70","NC_005129.2",1
"2774","OTU_70","OL628830.1",1
"2775","OTU_70","OP575307.1",1
"2776","OTU_70","PV139002.1",1
"2777","OTU_70","PV139003.1",1
"2778","OTU_70","PV139004.1",1
"2779","OTU_70","PV139006.1",1
"2780","OTU_709","AY131486.1",1
"2781","OTU_709","KJ721821.1",1
"2782","OTU_71","NC_022154.1",1
"2783","OTU_72","AY227453.1",1
"2784","OTU_72","KY410899.1",1
"2785","OTU_72","KY410900.1",1
"2786","OTU_72","NC_035815.1",1
"2787","OTU_728","MF944145.1",1
"2788","OTU_73","OR256885.1",1
"2789","OTU_73","OR256888.1",1
"2790","OTU_73","OR256889.1",1
"2791","OTU_73","OR256890.1",1
"2792","OTU_73","OR256891.1",1
"2793","OTU_73","OR256893.1",1
"2794","OTU_73","OR256894.1",1
"2795","OTU_73","OR256897.1",1
"2796","OTU_73","OR256898.1",1
"2797","OTU_73","OR256899.1",1
"2798","OTU_73","OR256900.1",1
"2799","OTU_73","OR256901.1",1
"2800","OTU_73","OR256904.1",1
"2801","OTU_73","OR256905.1",1
"2802","OTU_73","OR256907.1",1
"2803","OTU_73","OR256908.1",1
"2804","OTU_73","OR256911.1",1
"2805","OTU_73","OR256912.1",1
"2806","OTU_73","OR256913.1",1
"2807","OTU_73","OR256915.1",1
"2808","OTU_73","OR256916.1",1
"2809","OTU_73","OR256917.1",1
"2810","OTU_73","OR256918.1",1
"2811","OTU_73","OR256919.1",1
"2812","OTU_73","OR256921.1",1
"2813","OTU_73","OR256923.1",1
"2814","OTU_73","OR256927.1",1
"2815","OTU_73","OR256928.1",1
"2816","OTU_73","OR256929.1",1
"2817","OTU_73","OR256933.1",1
"2818","OTU_73","OR256934.1",1
"2819","OTU_73","OR256935.1",1
"2820","OTU_73","OR256936.1",1
"2821","OTU_73","OR256939.1",1
"2822","OTU_73","OR256940.1",1
"2823","OTU_73","OR256941.1",1
"2824","OTU_73","OR256942.1",1
"2825","OTU_73","OR256945.1",1
"2826","OTU_73","OR256946.1",1
"2827","OTU_73","OR256947.1",1
"2828","OTU_73","OR256955.1",1
"2829","OTU_73","OR256956.1",1
"2830","OTU_73","OR256957.1",1
"2831","OTU_73","OR256959.1",1
"2832","OTU_73","OR256960.1",1
"2833","OTU_73","OR256961.1",1
"2834","OTU_73","OR256963.1",1
"2835","OTU_73","OR256964.1",1
"2836","OTU_73","OR256966.1",1
"2837","OTU_73","OR256967.1",1
"2838","OTU_73","OR256968.1",1
"2839","OTU_73","OR256973.1",1
"2840","OTU_73","OR256974.1",1
"2841","OTU_73","OR256976.1",1
"2842","OTU_73","OR256977.1",1
"2843","OTU_73","OR256984.1",1
"2844","OTU_73","OR256985.1",1
"2845","OTU_73","OR256987.1",1
"2846","OTU_73","OR256989.1",1
"2847","OTU_73","OR256990.1",1
"2848","OTU_73","OR256991.1",1
"2849","OTU_73","OR256996.1",1
"2850","OTU_73","OR256997.1",1
"2851","OTU_73","OR256998.1",1
"2852","OTU_73","OR256999.1",1
"2853","OTU_73","OR257000.1",1
"2854","OTU_73","OR257002.1",1
"2855","OTU_73","OR257004.1",1
"2856","OTU_73","OR257006.1",1
"2857","OTU_73","OR257007.1",1
"2858","OTU_73","OR257008.1",1
"2859","OTU_73","OR257011.1",1
"2860","OTU_73","OR257015.1",1
"2861","OTU_73","OR257016.1",1
"2862","OTU_73","OR257019.1",1
"2863","OTU_73","OR257021.1",1
"2864","OTU_73","OR257022.1",1
"2865","OTU_73","OR257023.1",1
"2866","OTU_73","OR257026.1",1
"2867","OTU_73","OR257027.1",1
"2868","OTU_73","OR257030.1",1
"2869","OTU_73","OR257031.1",1
"2870","OTU_73","OR257032.1",1
"2871","OTU_73","OR257033.1",1
"2872","OTU_73","OR257035.1",1
"2873","OTU_73","OR257037.1",1
"2874","OTU_73","OR257038.1",1
"2875","OTU_73","OR257039.1",1
"2876","OTU_73","OR257040.1",1
"2877","OTU_73","OR257041.1",1
"2878","OTU_73","OR257044.1",1
"2879","OTU_73","OR257045.1",1
"2880","OTU_73","OR257046.1",1
"2881","OTU_73","OR257047.1",1
"2882","OTU_73","OR257048.1",1
"2883","OTU_73","PV872604.1",1
"2884","OTU_73","PV872605.1",1
"2885","OTU_73","PV872607.1",1
"2886","OTU_73","PV872610.1",1
"2887","OTU_73","PV872613.1",1
"2888","OTU_74","XM_011996668.1",1
"2889","OTU_75","AC239395.3",1
"2890","OTU_75","AL030997.1",1
"2891","OTU_753","XM_071196863.1",1
"2892","OTU_753","XM_071201465.1",1
"2893","OTU_769","6GAW_BA",1
"2894","OTU_769","8OIN_B8",1
"2895","OTU_769","KX982653.1",1
"2896","OTU_769","KX982656.1",1
"2897","OTU_769","KX982659.1",1
"2898","OTU_769","KX982660.1",1
"2899","OTU_769","KY800118.1",1
"2900","OTU_769","LC500156.1",1
"2901","OTU_769","LC500157.1",1
"2902","OTU_769","LC880095.1",1
"2903","OTU_769","MF183224.1",1
"2904","OTU_769","MG009445.1",1
"2905","OTU_769","MG250515.1",1
"2906","OTU_769","MG250516.1",1
"2907","OTU_769","MG250517.1",1
"2908","OTU_769","MG250518.1",1
"2909","OTU_769","MG250522.1",1
"2910","OTU_769","MG250526.1",1
"2911","OTU_769","MG250528.1",1
"2912","OTU_769","MG250529.1",1
"2913","OTU_769","MG250538.1",1
"2914","OTU_769","MG250539.1",1
"2915","OTU_769","MG250543.1",1
"2916","OTU_769","MG250544.1",1
"2917","OTU_769","MG250545.1",1
"2918","OTU_769","MG250546.1",1
"2919","OTU_769","MG250551.1",1
"2920","OTU_769","MG250557.1",1
"2921","OTU_769","MG250559.1",1
"2922","OTU_769","MG250560.1",1
"2923","OTU_769","MG250562.1",1
"2924","OTU_769","MG837549.1",1
"2925","OTU_769","MG837550.1",1
"2926","OTU_769","MK248681.1",1
"2927","OTU_769","MK344650.1",1
"2928","OTU_769","MK344652.1",1
"2929","OTU_769","MK746089.1",1
"2930","OTU_769","MK746090.1",1
"2931","OTU_769","MK746091.1",1
"2932","OTU_769","MK746094.1",1
"2933","OTU_769","MK746096.1",1
"2934","OTU_769","MK858170.1",1
"2935","OTU_769","MK858173.1",1
"2936","OTU_769","MK858179.1",1
"2937","OTU_769","MN550011.1",1
"2938","OTU_769","MT199605.1",1
"2939","OTU_769","MT483613.1",1
"2940","OTU_769","MW916330.1",1
"2941","OTU_769","OK329967.1",1
"2942","OTU_769","OL435713.1",1
"2943","OTU_769","OL547443.1",1
"2944","OTU_769","OL547444.1",1
"2945","OTU_769","OL547453.1",1
"2946","OTU_769","OL547455.1",1
"2947","OTU_769","OL547460.1",1
"2948","OTU_769","OL547461.1",1
"2949","OTU_769","OL547481.1",1
"2950","OTU_769","OL547482.1",1
"2951","OTU_769","OM363676.1",1
"2952","OTU_769","OM468891.1",1
"2953","OTU_769","OM617468.1",1
